source_soil,pH,N_total_mgkg,K_mgkg,habitability_score
Moon,9.11,6.538,33.63,0.2625
Moon,9.373,1.568,7.131,0.062
Moon,8.907,7.228,35.49,0.3196
Moon,9.075,5.048,31.171,0.2079
Moon,8.691,7.654,44.172,0.4149
Moon,10.8,2.037,6.444,0.0777
Moon,9.826,7.955,44.042,0.3225
Moon,9.492,5.51,31.044,0.2239
Moon,9.838,4.972,23.526,0.1976
Moon,10.071,4.607,53.269,0.2145
Moon,10.805,1.166,13.006,0.0538
Moon,8.947,7.577,32.066,0.315
Moon,9.239,5.508,21.049,0.2138
Moon,10.939,1.641,31.374,0.0888
Moon,9.428,1.147,32.614,0.0727
Moon,8.556,1.355,9.472,0.2048
Moon,8.869,5.266,38.057,0.266
Moon,8.566,5.298,36.724,0.3669
Moon,10.975,4.498,43.473,0.2009
Moon,9.197,3.147,9.533,0.1197
Moon,10.809,4.722,19.863,0.1851
Moon,10.99,4.614,37.506,0.199
Moon,10.0,1.136,11.837,0.0516
Moon,8.583,2.977,38.88,0.2821
Moon,8.704,1.372,7.951,0.1547
Moon,9.704,7.301,21.747,0.2773
Moon,9.515,6.077,47.336,0.26
Moon,10.015,7.973,43.715,0.3228
Moon,9.597,3.115,37.238,0.1463
Moon,10.835,7.149,48.523,0.2988
Moon,9.837,5.221,40.463,0.2232
Moon,10.234,4.172,30.969,0.177
Moon,10.741,2.558,53.986,0.1435
Moon,8.867,6.169,39.743,0.2999
Moon,9.074,7.329,35.068,0.2916
Moon,8.768,2.647,25.444,0.1953
Moon,8.849,2.228,50.121,0.1784
Moon,9.781,5.874,19.785,0.2254
Moon,9.303,7.839,5.461,0.2798
Moon,9.558,6.25,14.837,0.2336
Moon,10.956,2.992,10.476,0.1152
Moon,8.892,3.94,20.95,0.1949
Moon,9.852,3.69,46.294,0.1755
Moon,8.747,6.965,37.576,0.3656
Moon,9.296,6.4,13.449,0.2374
Moon,9.819,5.123,44.441,0.2237
Moon,10.867,2.925,30.211,0.1326
Moon,9.478,7.566,30.636,0.2954
Moon,8.662,5.573,23.106,0.3307
Moon,9.47,7.793,48.231,0.321
Moon,8.864,5.061,20.916,0.2433
Moon,9.075,6.748,9.707,0.2459
Moon,10.045,6.692,20.136,0.2543
Moon,8.669,3.361,40.768,0.2689
Moon,9.662,7.748,37.879,0.3091
Moon,10.024,1.154,14.401,0.0548
Moon,9.555,6.381,10.589,0.2339
Moon,8.548,7.759,38.043,0.4603
Moon,10.964,3.372,38.819,0.1569
Moon,9.418,5.537,23.307,0.2171
Moon,10.446,4.936,47.14,0.2199
Moon,9.314,6.331,53.91,0.2755
Moon,9.688,7.063,15.282,0.2625
Moon,9.471,5.221,33.853,0.2166
Moon,9.356,6.711,5.267,0.2402
Moon,8.555,3.186,40.653,0.3006
Moon,9.4,2.6,25.714,0.1167
Moon,10.724,4.015,14.663,0.1552
Moon,10.226,5.744,42.611,0.2437
Moon,8.864,2.311,45.532,0.1719
Moon,9.978,5.762,10.558,0.2122
Moon,10.731,3.759,7.05,0.1386
Moon,10.25,6.569,21.704,0.2516
Moon,8.872,1.258,36.3,0.1231
Moon,10.67,5.676,44.671,0.2433
Moon,9.254,5.549,32.303,0.2265
Moon,9.635,7.587,34.037,0.2996
Moon,9.815,5.994,44.993,0.2548
Moon,10.626,6.574,31.442,0.2615
Moon,10.829,7.332,35.558,0.2922
Moon,10.824,5.725,30.811,0.2312
Moon,8.52,3.031,49.023,0.3151
Moon,10.805,7.088,16.776,0.2649
Moon,8.636,6.233,18.2,0.3577
Moon,9.164,3.971,11.398,0.1504
Moon,9.787,5.974,45.973,0.2551
Moon,9.7,7.074,25.589,0.2732
Moon,10.012,7.83,22.395,0.2964
Moon,9.699,7.666,54.067,0.3224
Moon,10.836,3.277,51.34,0.166
Moon,9.101,3.952,53.599,0.1919
Moon,9.185,1.767,12.115,0.074
Moon,10.802,2.733,49.563,0.1452
Moon,8.692,7.177,21.435,0.3753
Moon,10.024,3.526,5.633,0.129
Moon,10.204,5.344,24.565,0.2116
Moon,9.764,5.662,30.46,0.2286
Moon,10.236,6.473,10.411,0.237
Moon,8.932,2.28,31.884,0.1344
Moon,10.632,3.134,45.973,0.1557
Moon,8.85,4.138,23.883,0.2187
Moon,9.502,3.554,22.632,0.147
Moon,8.688,7.88,21.941,0.4017
Moon,9.863,6.845,51.155,0.2907
Moon,10.174,4.358,7.438,0.16
Moon,10.853,7.155,27.254,0.2777
Moon,10.348,3.434,18.23,0.1384
Moon,9.853,6.501,49.69,0.2772
Moon,10.832,2.566,9.803,0.0996
Moon,9.696,6.406,25.572,0.2498
Moon,9.903,4.195,25.341,0.1722
Moon,9.99,1.752,49.42,0.1108
Moon,9.525,2.913,15.775,0.1177
Moon,10.596,3.816,37.245,0.1708
Moon,8.963,6.245,11.72,0.2427
Moon,9.887,1.511,52.699,0.1056
Moon,10.306,5.617,34.651,0.2312
Moon,10.76,6.012,36.313,0.2467
Moon,10.71,5.577,26.689,0.2219
Moon,9.772,6.325,22.114,0.2435
Moon,10.108,2.247,15.634,0.0943
Moon,9.486,5.11,35.199,0.214
Moon,9.67,7.588,52.728,0.3183
Moon,10.766,5.275,22.99,0.2076
Moon,10.827,5.279,49.158,0.2339
Moon,10.739,6.155,12.439,0.2279
Moon,8.846,3.332,51.806,0.2198
Moon,10.625,5.903,22.524,0.2291
Moon,10.871,7.414,23.986,0.2835
Moon,9.403,1.076,28.142,0.0658
Moon,9.797,7.091,40.912,0.2891
Moon,10.448,2.53,40.983,0.1295
Moon,9.905,4.191,28.979,0.1757
Moon,10.984,6.966,31.158,0.275
Moon,9.639,6.767,6.501,0.2434
Moon,10.285,7.243,20.215,0.2737
Moon,10.481,7.583,22.301,0.2877
Moon,9.735,4.13,32.936,0.1775
Moon,10.642,5.595,32.915,0.2287
Moon,9.865,3.733,40.495,0.1712
Moon,9.529,3.455,40.851,0.1618
Moon,8.77,4.021,16.761,0.2343
Moon,9.484,6.202,43.509,0.2606
Moon,10.335,4.51,5.98,0.1638
Moon,10.803,6.698,40.808,0.2753
Moon,9.129,6.217,10.103,0.2277
Moon,9.388,1.143,41.482,0.0815
Moon,8.885,5.412,31.356,0.2591
Moon,10.227,4.056,26.863,0.1688
Moon,10.9,4.196,39.533,0.1864
Moon,10.102,6.729,6.819,0.2423
Moon,10.043,4.833,16.174,0.1853
Moon,9.884,7.199,35.822,0.2878
Moon,8.721,5.99,47.361,0.35
Moon,10.324,4.87,24.055,0.1945
Moon,10.005,6.282,17.938,0.2378
Moon,10.154,1.268,30.937,0.0753
Moon,10.747,1.19,36.116,0.0778
Moon,10.46,1.583,26.005,0.0814
Moon,10.452,4.063,48.836,0.191
Moon,10.818,2.648,31.172,0.1239
Moon,10.975,7.89,6.791,0.2829
Moon,9.953,4.796,16.153,0.184
Moon,8.772,5.637,27.532,0.3008
Moon,9.648,2.952,39.886,0.1432
Moon,10.469,3.253,15.988,0.1298
Moon,8.569,3.348,53.813,0.3146
Moon,8.642,5.891,20.928,0.3464
Moon,8.668,4.316,31.624,0.2934
Moon,10.328,4.624,5.948,0.1678
Moon,9.753,5.144,49.245,0.2293
Moon,9.422,6.382,44.442,0.2678
Moon,8.764,1.633,14.773,0.1506
Moon,10.331,6.438,51.662,0.277
Moon,9.303,4.943,20.792,0.1938
Moon,9.163,5.684,39.609,0.2385
Moon,10.131,3.293,45.949,0.1612
Moon,9.898,3.866,42.046,0.1773
Moon,9.406,2.618,50.879,0.1425
Moon,10.104,7.855,48.214,0.3231
Moon,9.178,4.479,54.731,0.2115
Moon,10.487,7.973,14.131,0.2932
Moon,9.073,4.429,20.238,0.1752
Moon,8.897,2.538,36.811,0.16
Moon,10.456,4.552,41.652,0.201
Moon,10.27,1.277,31.73,0.0764
Moon,8.957,7.333,8.696,0.2798
Moon,8.791,6.73,47.08,0.3524
Moon,10.596,6.081,53.044,0.2659
Moon,10.441,5.269,25.276,0.2097
Moon,9.318,5.059,16.241,0.1933
Moon,10.145,7.977,5.966,0.2852
Moon,8.81,2.946,16.865,0.1832
Moon,9.768,6.458,39.996,0.266
Moon,8.547,5.07,50.579,0.3791
Moon,9.479,7.831,9.676,0.2838
Moon,8.687,6.795,32.663,0.3748
Moon,9.688,7.99,39.777,0.3194
Moon,9.554,5.118,18.819,0.198
Moon,9.611,2.432,33.495,0.1186
Moon,8.613,4.526,40.762,0.3281
Moon,9.404,5.978,46.886,0.2561
Moon,10.391,6.421,27.625,0.2523
Moon,9.422,1.004,42.393,0.0775
Moon,10.288,4.535,20.089,0.1788
Moon,9.424,2.647,15.652,0.1083
Moon,9.558,7.124,14.366,0.2637
Moon,9.91,2.07,22.944,0.0954
Moon,10.877,5.665,6.794,0.2051
Moon,8.772,2.862,19.15,0.1953
Moon,8.582,3.496,37.611,0.2992
Moon,10.02,7.584,37.396,0.3028
Moon,10.873,2.683,8.678,0.1026
Moon,10.974,1.665,19.371,0.0776
Moon,9.71,1.485,33.478,0.0855
Moon,9.67,4.532,20.928,0.1796
Moon,10.112,5.492,25.899,0.2181
Moon,9.889,3.291,40.641,0.1558
Moon,10.085,5.832,5.463,0.2096
Moon,10.685,1.427,18.82,0.0688
Moon,10.366,7.001,12.119,0.2572
Moon,9.742,6.716,11.38,0.2464
Moon,9.655,7.898,52.952,0.3294
Moon,10.099,7.556,23.828,0.2883
Moon,9.639,3.493,31.354,0.1536
Moon,9.644,3.795,41.691,0.1745
Moon,8.541,6.222,7.372,0.3782
Moon,8.935,1.939,17.051,0.1065
Moon,9.721,3.198,46.607,0.1585
Moon,10.557,1.83,48.1,0.1121
Moon,9.197,4.184,23.648,0.1701
Moon,9.807,4.864,23.743,0.194
Moon,9.362,2.478,42.845,0.1296
Moon,8.762,1.186,19.754,0.1406
Moon,10.896,6.035,10.855,0.2221
Moon,10.637,1.14,17.877,0.0578
Moon,8.696,7.814,24.367,0.3991
Moon,10.299,2.551,7.61,0.0969
Moon,9.369,5.647,28.934,0.2266
Moon,10.987,4.043,42.0,0.1835
Moon,9.256,1.418,30.687,0.0803
Moon,9.097,4.305,8.595,0.1593
Moon,9.92,4.617,27.007,0.1886
Moon,10.588,6.983,40.445,0.2848
Moon,8.981,6.126,7.905,0.2286
Moon,10.274,1.555,7.992,0.0624
Moon,8.654,2.464,23.53,0.2253
Moon,10.797,3.183,14.748,0.1262
Moon,8.703,1.815,51.739,0.2144
Moon,10.786,4.198,34.067,0.181
Moon,9.727,7.89,19.366,0.2955
Moon,9.62,4.602,40.239,0.2013
Moon,10.933,6.193,23.746,0.2405
Moon,10.976,5.781,11.606,0.2139
Moon,10.125,6.949,16.862,0.2601
Moon,8.818,2.51,37.137,0.1857
Moon,9.765,6.277,7.594,0.2273
Moon,9.823,7.169,18.634,0.2696
Moon,9.786,2.201,15.416,0.0924
Moon,9.924,3.428,15.057,0.135
Moon,8.547,7.791,39.138,0.4629
Moon,10.278,6.466,46.291,0.2726
Moon,10.281,2.978,40.793,0.145
Moon,8.789,4.948,37.286,0.2809
Moon,9.926,3.83,50.823,0.1849
Moon,9.921,4.43,7.92,0.163
Moon,10.206,3.486,13.374,0.1354
Moon,8.713,2.955,25.72,0.2247
Moon,10.066,5.723,23.623,0.2239
Moon,9.202,6.45,25.903,0.2516
Moon,9.768,7.118,15.323,0.2644
Moon,10.433,2.087,12.475,0.0855
Moon,10.264,6.76,30.46,0.2671
Moon,8.797,2.784,51.403,0.2164
Moon,9.978,3.991,24.598,0.1643
Moon,10.923,7.31,7.168,0.263
Moon,8.892,4.182,40.308,0.2227
Moon,10.632,2.379,19.555,0.1028
Moon,10.256,2.119,17.255,0.0914
Moon,10.435,4.311,21.213,0.1721
Moon,9.205,6.339,41.191,0.263
Moon,9.22,7.98,45.941,0.3253
Moon,10.765,6.512,34.403,0.2623
Moon,9.4,7.139,21.124,0.271
Moon,8.658,6.235,20.524,0.3529
Moon,10.001,7.268,11.215,0.2656
Moon,8.812,1.534,51.665,0.168
Moon,10.491,7.51,36.907,0.2997
Moon,10.104,3.775,6.349,0.1385
Moon,10.687,7.451,38.118,0.2989
Moon,10.462,1.53,27.358,0.0809
Moon,8.78,6.007,53.628,0.3371
Moon,9.453,6.15,45.953,0.2612
Moon,10.436,7.978,13.566,0.2928
Moon,9.543,6.382,41.006,0.2644
Moon,10.931,3.678,29.278,0.158
Moon,10.339,4.901,14.352,0.1859
Moon,8.539,3.566,39.937,0.3185
Moon,10.7,2.372,32.369,0.1154
Moon,8.752,2.74,6.519,0.1851
Moon,8.851,2.554,37.329,0.1763
Moon,10.336,4.842,36.749,0.2062
Moon,10.662,7.343,12.204,0.2692
Moon,9.841,7.389,22.449,0.2811
Moon,9.223,1.383,34.295,0.0827
Moon,9.378,1.559,11.939,0.0665
Moon,9.357,2.716,47.636,0.1427
Moon,9.317,2.785,6.374,0.1039
Moon,9.107,1.664,10.142,0.0684
Moon,10.022,3.719,10.805,0.141
Moon,10.751,5.114,31.405,0.2104
Moon,9.268,5.047,36.006,0.2127
Moon,8.967,4.804,25.187,0.2044
Moon,10.596,3.371,19.433,0.1374
Moon,10.354,5.945,45.466,0.2535
Moon,10.827,6.785,8.414,0.2459
Moon,8.914,3.424,19.015,0.1676
Moon,8.861,1.599,6.956,0.1094
Moon,9.854,3.074,5.695,0.1133
Moon,10.036,1.962,22.669,0.0913
Moon,9.7,4.272,14.741,0.1642
Moon,9.997,2.092,18.418,0.0916
Moon,8.951,4.24,46.047,0.2108
Moon,9.699,2.547,13.149,0.1023
Moon,10.145,6.171,44.012,0.26
Moon,9.582,1.193,38.753,0.0805
Moon,10.199,4.883,21.322,0.1922
Moon,9.628,2.186,32.328,0.1089
Moon,9.334,1.007,27.222,0.0625
Moon,9.259,7.084,11.42,0.2594
Moon,9.527,5.701,50.359,0.2499
Moon,8.558,1.693,33.481,0.2401
Moon,10.171,5.649,49.012,0.2467
Moon,10.613,5.282,46.191,0.231
Moon,9.387,4.313,8.989,0.16
Moon,8.615,3.935,15.364,0.2814
Moon,10.967,7.209,12.263,0.2646
Moon,9.159,2.716,46.539,0.1416
Moon,8.817,3.788,48.122,0.2419
Moon,9.424,3.304,31.399,0.147
Moon,10.346,6.398,10.209,0.2342
Moon,9.235,7.415,11.781,0.2713
Moon,9.937,6.948,45.677,0.2889
Moon,9.539,6.584,51.46,0.2819
Moon,8.794,7.908,14.974,0.3603
Moon,9.326,5.88,5.557,0.2114
Moon,10.312,6.257,21.548,0.2406
Moon,10.03,7.88,6.525,0.2823
Moon,8.799,1.049,46.399,0.15
Moon,8.908,5.438,29.576,0.2505
Moon,10.102,6.173,37.093,0.2531
Moon,10.534,7.425,25.574,0.2854
Moon,9.374,7.187,22.275,0.2738
Moon,9.988,6.894,16.11,0.2574
Moon,8.927,7.621,43.527,0.3347
Moon,9.278,4.762,39.777,0.2064
Moon,8.551,1.048,23.036,0.2095
Moon,10.421,1.077,21.056,0.0588
Moon,9.503,4.812,5.062,0.1735
Moon,10.54,4.047,8.178,0.1498
Moon,10.271,4.159,36.163,0.1817
Moon,10.572,3.803,30.73,0.1638
Moon,9.214,7.424,26.74,0.2866
Moon,8.963,3.514,46.375,0.1818
Moon,10.93,6.994,30.195,0.275
Moon,10.293,7.32,24.225,0.2804
Moon,10.585,4.497,13.063,0.1704
Moon,8.533,4.129,46.034,0.3463
Moon,9.386,6.327,33.812,0.2553
Moon,10.357,5.956,9.623,0.2181
Moon,8.695,3.3,37.445,0.2546
Moon,9.918,1.718,26.254,0.0864
Moon,9.573,2.854,45.569,0.1455
Moon,8.544,1.917,50.946,0.27
Moon,9.09,3.063,35.023,0.1422
Moon,9.212,2.833,41.581,0.1407
Moon,8.78,5.464,7.83,0.2725
Moon,10.079,7.681,33.013,0.3019
Moon,9.106,5.8,42.767,0.2458
Moon,9.194,7.487,29.838,0.2919
Moon,10.746,6.489,34.678,0.2618
Moon,9.668,6.095,49.947,0.2633
Moon,9.48,3.898,14.905,0.1514
Moon,10.31,3.274,9.912,0.1245
Moon,10.774,6.924,39.532,0.2819
Moon,8.563,7.338,46.142,0.4488
Moon,9.621,4.163,47.525,0.1932
Moon,10.027,1.063,37.082,0.0743
Moon,9.296,6.548,46.661,0.2758
Moon,10.431,2.995,40.033,0.1449
Moon,10.929,1.069,9.369,0.0468
Moon,10.859,6.635,43.102,0.2753
Moon,9.165,4.622,13.968,0.1757
Moon,9.066,5.796,16.83,0.2197
Moon,10.894,7.403,24.733,0.2838
Moon,9.647,4.788,20.728,0.1883
Moon,9.021,4.522,21.083,0.1794
Moon,10.267,3.035,13.463,0.1197
Moon,9.211,3.136,19.694,0.1295
Moon,9.168,6.576,5.983,0.2361
Moon,10.698,4.143,28.646,0.1737
Moon,8.906,2.145,43.43,0.1498
Moon,8.661,1.662,48.112,0.2193
Moon,9.173,4.31,46.021,0.1969
Moon,10.017,4.255,25.823,0.1747
Moon,8.808,5.574,41.521,0.3007
Moon,9.679,4.297,19.395,0.1698
Moon,10.068,2.004,7.778,0.0779
Moon,10.622,4.555,38.799,0.1982
Moon,9.075,7.348,37.44,0.2946
Moon,10.543,2.116,45.081,0.1191
Moon,9.087,5.828,35.805,0.2398
Moon,10.192,5.157,12.845,0.1933
Moon,9.577,6.24,47.658,0.2661
Moon,8.787,2.054,36.363,0.1794
Moon,10.286,7.591,45.38,0.3111
Moon,9.044,5.347,43.705,0.2308
Moon,8.942,6.929,19.893,0.2819
Moon,9.396,2.726,8.728,0.1041
Moon,10.133,6.176,13.825,0.23
Moon,9.085,6.467,9.643,0.236
Moon,8.959,3.782,17.171,0.1632
Moon,8.525,3.688,27.977,0.3154
Moon,9.679,5.605,50.341,0.2465
Moon,9.572,1.654,48.601,0.1065
Moon,9.085,6.149,40.93,0.2562
Moon,8.634,1.3,6.206,0.1737
Moon,9.573,2.334,22.069,0.1038
Moon,10.471,5.649,39.117,0.2368
Moon,10.288,1.688,11.451,0.0705
Moon,10.652,7.803,45.054,0.3182
Moon,8.524,7.079,50.729,0.4572
Moon,10.916,5.384,22.705,0.2111
Moon,9.354,6.733,40.292,0.276
Moon,10.976,7.213,12.41,0.2649
Moon,9.132,2.816,39.541,0.1381
Moon,9.679,6.946,6.073,0.2492
Moon,9.385,2.364,12.539,0.0953
Moon,9.389,3.893,40.494,0.1768
Moon,10.606,4.908,40.593,0.2124
Moon,10.366,5.997,37.058,0.247
Moon,10.98,1.211,28.868,0.0713
Moon,10.034,3.034,38.745,0.1449
Moon,9.658,5.26,43.69,0.2278
Moon,8.725,3.502,53.324,0.2675
Moon,10.991,6.425,49.432,0.2743
Moon,9.879,5.562,44.727,0.2394
Moon,10.251,2.641,39.738,0.1322
Moon,9.517,2.022,33.708,0.1045
Moon,9.869,5.403,11.03,0.2001
Moon,10.856,4.153,13.278,0.1586
Moon,8.916,2.183,46.014,0.1504
Moon,9.231,3.285,45.166,0.1601
Moon,8.88,3.121,35.723,0.1849
Moon,10.481,1.757,26.942,0.0884
Moon,8.655,4.828,6.302,0.2903
Moon,8.704,6.346,21.359,0.3421
Moon,9.246,5.028,26.032,0.202
Moon,9.785,6.784,29.291,0.2667
Moon,9.516,1.893,51.466,0.1177
Moon,8.612,4.049,10.435,0.2815
Moon,10.894,5.266,30.943,0.2153
Moon,10.882,5.732,23.396,0.224
Moon,9.198,5.871,54.505,0.26
Moon,10.329,6.103,48.093,0.2617
Moon,9.946,5.56,26.939,0.2215
Moon,9.094,1.66,54.985,0.1131
Moon,9.155,5.867,30.703,0.2361
Moon,9.728,6.073,13.356,0.2259
Moon,9.548,7.954,32.794,0.3112
Moon,9.228,5.854,16.31,0.2212
Moon,10.519,5.808,36.816,0.2401
Moon,9.704,4.604,51.872,0.213
Moon,10.137,7.075,44.31,0.292
Moon,8.973,7.978,18.658,0.3068
Moon,9.834,6.453,19.843,0.2457
Moon,9.295,5.288,8.464,0.1935
Moon,9.816,1.553,19.293,0.0736
Moon,10.452,6.087,9.631,0.2227
Moon,10.422,5.96,29.972,0.2386
Moon,9.386,6.429,40.417,0.2654
Moon,10.236,1.872,42.559,0.1081
Moon,10.853,5.576,7.976,0.2031
Moon,10.064,3.07,21.998,0.1295
Moon,8.871,6.322,19.409,0.2837
Moon,10.199,2.683,10.215,0.1041
Moon,8.762,5.788,23.124,0.3049
Moon,10.68,3.065,19.966,0.1272
Moon,9.792,1.063,36.725,0.0739
Moon,9.463,5.434,49.165,0.2393
Moon,8.643,1.793,27.742,0.2097
Moon,9.452,5.615,42.333,0.2389
Moon,10.758,7.479,12.301,0.2741
Moon,8.552,7.785,49.748,0.4714
Moon,9.687,2.651,12.63,0.1054
Moon,10.828,6.665,14.605,0.2479
Moon,9.487,3.475,10.323,0.1319
Moon,9.57,7.303,20.484,0.2761
Moon,9.946,6.512,32.621,0.2606
Moon,9.657,1.517,54.4,0.1075
Moon,8.922,3.85,44.668,0.2056
Moon,8.546,3.361,24.022,0.2929
Moon,10.025,6.496,33.792,0.2612
Moon,10.802,3.872,36.165,0.1717
Moon,8.766,5.792,46.136,0.3269
Moon,9.027,5.217,41.823,0.2244
Moon,9.426,7.829,33.465,0.3075
Moon,10.522,7.564,38.459,0.3032
Moon,9.173,3.994,42.296,0.1821
Moon,10.705,6.065,11.657,0.2239
Moon,8.637,6.806,15.023,0.3741
Moon,10.852,7.292,39.429,0.2947
Moon,9.902,1.477,47.521,0.0992
Moon,10.147,3.115,25.463,0.1345
Moon,9.419,3.242,53.995,0.1675
Moon,10.455,4.041,15.804,0.1572
Moon,8.916,2.185,25.835,0.1302
Moon,8.622,4.473,23.926,0.3064
Moon,9.489,5.643,51.515,0.249
Moon,10.634,4.482,19.269,0.1761
Moon,10.387,5.661,28.54,0.2267
Moon,9.793,1.465,14.362,0.0656
Moon,9.93,7.132,31.063,0.2807
Moon,8.825,7.573,47.87,0.3714
Moon,10.602,5.325,20.202,0.2066
Moon,10.467,7.17,45.54,0.2965
Moon,10.141,1.92,50.566,0.1178
Moon,9.665,6.582,8.648,0.239
Moon,10.911,1.834,42.821,0.107
Moon,10.698,3.856,17.767,0.1527
Moon,10.111,3.267,13.766,0.1281
Moon,9.43,5.099,35.056,0.2135
Moon,10.045,3.111,40.28,0.1492
Moon,9.939,5.461,24.738,0.2159
Moon,9.486,3.572,6.959,0.132
Moon,9.267,7.026,50.435,0.2963
Moon,9.518,5.437,41.537,0.2318
Moon,9.935,2.507,18.583,0.1063
Moon,9.57,3.353,29.843,0.1472
Moon,9.159,6.932,6.39,0.249
Moon,10.402,3.705,21.964,0.1517
Moon,9.829,4.751,31.127,0.1974
Moon,8.669,5.543,30.861,0.3351
Moon,9.421,3.435,15.409,0.1356
Moon,10.712,3.058,43.837,0.1509
Moon,10.388,4.327,19.943,0.1714
Moon,9.308,2.504,34.021,0.1217
Moon,10.845,2.989,18.576,0.1232
Moon,8.692,1.435,26.258,0.1793
Moon,10.903,3.128,15.376,0.1248
Moon,9.114,3.245,36.65,0.1502
Moon,8.523,7.733,26.279,0.456
Moon,9.585,5.128,5.806,0.1853
Moon,9.397,6.512,6.408,0.2343
Moon,9.848,1.318,28.557,0.0747
Moon,10.492,1.746,14.161,0.0753
Moon,10.606,6.702,34.252,0.2688
Moon,9.503,5.365,25.41,0.2132
Moon,9.575,2.337,37.721,0.1195
Moon,8.87,3.834,52.62,0.23
Moon,8.619,4.771,31.437,0.3255
Moon,10.103,6.905,44.369,0.2861
Moon,8.661,1.423,42.652,0.2054
Moon,10.335,5.177,51.09,0.2323
Moon,9.848,6.019,15.701,0.2264
Moon,8.996,7.845,46.366,0.3221
Moon,9.849,6.65,50.276,0.283
Moon,8.957,2.934,24.638,0.1415
Moon,9.597,5.967,20.691,0.2295
Moon,10.499,6.343,52.602,0.2746
Moon,9.655,6.108,36.382,0.2502
Moon,8.872,6.741,24.034,0.3027
Moon,10.31,7.326,44.591,0.301
Moon,8.967,1.689,20.224,0.0904
Moon,10.346,1.733,13.82,0.0745
Moon,9.698,6.575,32.198,0.2623
Moon,9.634,2.767,33.311,0.1301
Moon,10.629,1.41,46.287,0.0956
Moon,10.272,3.809,27.851,0.1612
Moon,8.582,6.739,45.729,0.4208
Moon,9.24,1.886,20.566,0.0866
Moon,10.677,5.703,33.768,0.2334
Moon,8.546,1.025,15.424,0.2027
Moon,9.863,1.768,24.272,0.0862
Moon,10.32,3.456,47.877,0.1688
Moon,10.055,1.585,15.799,0.0713
Moon,10.401,6.921,45.512,0.2878
Moon,10.314,7.048,19.144,0.2658
Moon,10.23,6.289,6.724,0.2268
Moon,10.554,2.697,10.497,0.1049
Moon,10.114,4.663,42.294,0.2055
Moon,9.506,2.289,18.104,0.0982
Moon,9.68,2.969,37.707,0.1416
Moon,10.292,4.612,39.96,0.2014
Moon,10.691,6.145,22.256,0.2373
Moon,9.181,1.663,28.746,0.0869
Moon,9.355,3.077,25.188,0.1329
Moon,10.827,7.486,52.367,0.3144
Moon,9.946,4.004,20.997,0.1611
Moon,8.947,7.572,14.166,0.2967
Moon,10.159,7.94,23.28,0.3012
Moon,10.977,4.687,38.476,0.2025
Moon,10.559,3.016,39.868,0.1454
Moon,10.364,6.535,51.203,0.2799
Moon,9.02,2.115,49.088,0.1231
Moon,10.69,2.764,19.416,0.1162
Moon,9.814,6.494,27.758,0.2551
Moon,10.723,4.036,42.363,0.1836
Moon,9.325,2.411,50.827,0.1352
Moon,8.655,5.558,21.858,0.3313
Moon,9.69,6.129,27.222,0.2417
Moon,9.175,1.875,49.974,0.1156
Moon,10.288,2.939,22.924,0.1258
Moon,10.893,2.549,29.026,0.1182
Moon,10.227,3.659,50.225,0.1783
Moon,10.717,6.344,45.112,0.2672
Moon,9.633,5.996,17.172,0.227
Moon,10.429,5.638,21.24,0.2186
Moon,10.608,1.044,22.648,0.0592
Moon,10.277,1.995,50.637,0.1205
Moon,9.769,2.563,54.947,0.1447
Moon,10.065,2.904,43.7,0.1453
Moon,10.251,2.025,29.216,0.1001
Moon,9.133,3.872,5.509,0.141
Moon,10.524,1.526,39.874,0.0933
Moon,10.876,6.25,24.468,0.2432
Moon,9.663,6.514,36.649,0.2646
Moon,10.253,5.02,35.335,0.211
Moon,10.343,1.628,29.042,0.086
Moon,10.156,7.231,52.219,0.3053
Moon,9.868,7.759,6.157,0.2777
Moon,10.704,2.417,40.607,0.1252
Moon,9.622,5.932,25.492,0.2331
Moon,8.653,6.894,40.69,0.3977
Moon,10.611,4.779,38.761,0.206
Moon,10.185,3.263,5.512,0.1197
Moon,10.623,4.35,19.267,0.1715
Moon,8.846,4.586,14.455,0.2262
Moon,8.577,3.804,13.349,0.2875
Moon,10.836,7.509,41.424,0.3042
Moon,8.869,6.207,16.978,0.2778
Moon,10.524,2.689,28.737,0.1229
Moon,10.558,5.099,17.349,0.1958
Moon,10.272,5.821,34.012,0.2377
Moon,8.828,1.981,41.029,0.1676
Moon,10.168,3.509,21.554,0.1444
Moon,10.723,7.339,35.151,0.292
Moon,9.564,4.97,46.243,0.2202
Moon,9.534,2.519,9.711,0.0979
Moon,9.607,1.859,40.534,0.1056
Moon,8.706,4.628,21.157,0.2812
Moon,10.73,4.834,11.132,0.1803
Moon,10.673,3.341,32.283,0.1492
Moon,10.995,5.413,16.313,0.2058
Moon,9.963,1.481,46.068,0.0979
Moon,10.378,2.016,7.145,0.0777
Moon,9.007,4.824,9.933,0.1788
Moon,10.169,1.433,31.05,0.0812
Moon,10.124,7.166,34.447,0.2853
Moon,10.753,1.995,41.494,0.1113
Moon,10.577,5.717,17.963,0.2181
Moon,10.846,3.738,47.088,0.1779
Moon,10.672,3.799,52.657,0.1856
Moon,10.672,6.354,29.952,0.2523
Moon,8.659,4.496,43.027,0.314
Moon,10.615,6.08,31.242,0.244
Moon,10.019,4.536,8.473,0.1672
Moon,9.451,5.15,21.306,0.2016
